SRR12530737	workflow=sarscov2;taxon=SARS-CoV-2	SRR12530737_1.fastq.gz;SRR12530737_2.fastq.gz
SRR11826835	workflow=sarscov2;taxon=SARS-CoV-2	SRR11826835_1.fastq.gz;SRR11826835_2.fastq.gz

